question_id,source_file,question,reference_answer,generated_answer,semantic_similarity,grounding_score,bert_score,latency_seconds,cache_hit,out_of_domain,model,memory_strategy,evaluated_model
27,samurai_test_set.json,كيف عزز الساموراي مكانتهم داخل المجتمع؟,الزواج من عائلات نبيلة وتوريث مهنة القتال لأبنائهم,"عزز الساموراي مكانتهم داخل المجتمع من خلال عدة طرق:

1. التحول من خدم إلى حراس شخصيين للأسياد (Daimyō).
2. تطوير فنون القتال وتمارين القوة البدنية.
3. بناء تحصينات واسوار حجرية كبيرة لحماية الأراضي.
4. الحصول على أراضي وثروات خاصة بهم مع مرور الوقت.
5. تبني طرق حياة معقدة وصارمة مثل كود الأخلاق Bushidō.
6. تحقيق احترام كبير متبادل من خلال أخلاق الفرسان مثل الرفض من الاستغلال في حالة نقص الموارد.
7. التحول إلى وظائف إدارية وثقافية مع مرور الزمن.

هذه الخطوات ساهمت في رفع مكانتهم وجعلتهم طبقة مرموقة في المجتمع الياباني.",0.28368043899536133,0.36363636363636365,0.6245609521865845,3.3552188873291016,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
28,samurai_test_set.json,ما التغير السياسي الذي رفع مكانة الساموراي؟,أول حكم عسكري مركزي في تاريخ اليابان,التغير السياسي الذي رفع مكانة الساموراي كان في سنة 1185، عندما بدأت حروب طويلة بين العائلات الاقطاعية الكبيرة في اليابان. هذه الحروب أدت إلى ظهور قائد عسكري فذ هو ميناموتو نو يوريتومو، الذي قاد الساموراي إلى نفوذ أكبر واحترام أرفع. في هذه الفترة، بدأ الساموراي في امتلاك الأراضي والثروات، مما زاد من نفوذهم وجعلهم أكثر أهمية بالنسبة للأسياد الاقطاعيين.,0.5857437252998352,0.45098039215686275,0.6790874600410461,3.414644718170166,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
29,samurai_test_set.json,ماذا حدث لدور الإمبراطور بعد ظهور الحكم العسكري؟,الإمبراطور فضل موجود في قصره كرمز ديني مقدس,بعد ظهور الحكم العسكري، فضل الإمبراطور أن يكون موجوداً في قصره كرمز ديني مقدس، بينما باتت السلطة الحقيقية في أيدي الشوجن والساموراي.,0.7851870059967041,0.5238095238095238,0.797450065612793,0.939274787902832,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
30,samurai_test_set.json,ما طبيعة التهديد الذي واجه اليابان؟,هجوم المغول على اليابان,التهديد الذي واجه اليابان كان من المغول. في سنة 1274، هاجمت المغول اليابان، مما دعا اليابانيين للتفكير في طرق جديدة للقتال والدفاع عن بلدهم.,0.7978686094284058,0.4090909090909091,0.715923547744751,1.189697265625,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
31,samurai_test_set.json,كيف تغيّر أسلوب القتال بعد مواجهة المغول؟,ابتدوا يتعلموا يحاربوا في تشكيلات,بعد مواجهة المغول، بدأ الساموراي في التعلم من تكتيكاتهم وتطوير أسلوب قتال جديد. بدأوا يحاربون في تشكيلات بدلاً من القتال الاستعراضي الفردي، وطوروا سيوفهم وأسلحةهم، وبدأوا في بناء تحصينات واسوار حجرية كبيرة. كما أصبحوا يتدربون على استخدام القوس والسهم بشكل أفضل، وبدأ السيف يصبح أداة حرب ثانوية بعد استخدام الأسلحة الأخرى.,0.6690656542778015,0.34782608695652173,0.6787557601928711,2.911545515060425,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
32,samurai_test_set.json,ما المكانة الرمزية للسيف في ثقافة الساموراي؟,كانوا بيعتبروه روح الساموراي,المكانة الرمزية للسيف في ثقافة الساموراي كانت كبيرة جداً، حيث كان يُعتبر روح الساموراي. السيف كان جزءاً لا يتجزأ من هوية الساموراي، حيث كان الشخص الوحيد في اليابان مسموح له بحمل سيفين في وسطه وهو يمشي في الشارع. السيف كان أداة القوة والشرف، واستخدم في حالات معينة مثل نفاد الأسلحة الأخرى أو عند قرب العدو. بالإضافة إلى ذلك، كان لبس السيفين يعكس الرتبة العسكرية للساموراي وجعله في عيون الأعداء كابوساً متحركاً.,0.5187209248542786,0.3559322033898305,0.6809620261192322,2.8288536071777344,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
33,samurai_test_set.json,ما الهدف من تصميم دروع الساموراي؟,عشان المحارب يبقى بيتحرك براحته,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.12545429170131683,0.4,0.6182125210762024,6.761214017868042,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
34,samurai_test_set.json,ما التغير الذي طرأ على الساموراي في فترة إيدو؟,تحول الساموراي من محاربين إلى موظفين بيروقراطيين,في فترة إيدو، تحول الساموراي تدريجياً من محاربين إلى موظفين بيروقراطيين ومدرسين وإداريين. كما شهدت هذه الفترة تدهوراً في حالتهم الاقتصادية، حيث أصبح مرتبهم ثابتاً بينما ارتفعت أسعار السلع والخدمات. بالإضافة إلى ذلك، بدأ الساموراي ذو المهارات في تحويلها إلى مهارات استعراضية يكسب منها، مثل الأداء في المناسبات والاحتفالات.,0.6866029500961304,0.37209302325581395,0.7580274343490601,3.2532544136047363,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
35,taj_mahal_test_set.json,من هو الحاكم المرتبط ببناء هذا الصرح التاريخي؟,شاه جهان,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.16921864449977875,0.4,0.6342246532440186,0.954777717590332,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
36,taj_mahal_test_set.json,ما اسم الشخصية التي خُلّد اسمها في هذا البناء؟,ممتاز محل,"اسم الشخصية التي خُلّد اسمها في هذا البناء هو ""ممتاز محل"" أو ""جوهرة القصر""، وهي اسم مرأتهم ""شاه جهان"".",0.40480485558509827,0.5789473684210527,0.6874610185623169,1.9717686176300049,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
37,taj_mahal_test_set.json,في أي عام حدثت وفاة الشخصية التي بُني الضريح تكريمًا لها؟,1631,السؤال خارج نطاق المحتوى المتاح.,0.17290908098220825,0.0,0.6135569214820862,0.01700139045715332,False,True,,sliding,HuggingFace_Qwen
38,taj_mahal_test_set.json,ما الدافع وراء إنشاء هذا المعلم وفق الرواية المذكورة؟,تخليد ذكرى حب شاه جهان لزوجته,"الدافع وراء إنشاء ""تاج محل"" وفق الرواية المذكورة هو رمز الحب، سواء حب صادق بين زوج وزوجته، أو حتى حب للفن والجمال والعمارة. يمثل هذا المعلم شهادة على الذاكرة، وذكراه تذكرنا بمعني جميل أن الحب والجمال، الذي يجمعنا كبشر، أهم بكثير من الهويات التي قد تفرقنا، والعصبيات التي تجعل شرط وجودنا هو محو كل ما ليس شبيه بنا.",0.5158880352973938,0.4727272727272727,0.6583651304244995,2.5044426918029785,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
39,taj_mahal_test_set.json,في أي مدينة هندية يوجد هذا المعلم؟,في أجرا في الهند,السؤال خارج نطاق المحتوى المتاح.,0.0563812330365181,0.0,0.6774880886077881,0.020002126693725586,False,True,,sliding,HuggingFace_Qwen
40,taj_mahal_test_set.json,ما المدة الزمنية التي استغرقها تشييد هذا البناء؟,22 سنة,السؤال خارج نطاق المحتوى المتاح.,0.22887888550758362,0.0,0.6081946492195129,0.01799917221069336,False,True,,sliding,HuggingFace_Qwen
41,taj_mahal_test_set.json,من هو المهندس المسؤول عن تصميم هذا المشروع؟,أحمد اللاهوري,السؤال خارج نطاق المحتوى المتاح.,0.20795130729675293,0.0,0.6942782998085022,0.017000198364257812,False,True,,sliding,HuggingFace_Qwen
42,taj_mahal_test_set.json,ما المبدأ الهندسي الذي يظهر بوضوح في تصميم المبنى؟,التماثل,"المبدأ الهندسي الذي يظهر بوضوح في تصميم المبنى هو استخدام الرخام الأبيض الذي يمتص ضوء الشمس وي反射光线以产生视觉效果。根据提供的上下文，光线的变化导致穹顶在不同时间呈现出不同的颜色，如清晨的粉红色、夜晚的淡蓝色以及月光下的银色。因此，可以推断出穹顶的设计利用了光影效果，但具体描述中没有明确提到“反射光线”的概念。所以，更准确的答案是：

التصميم استخدم الرخام الأبيض الذي يمتص ضوء الشمس وي反射光线以产生视觉效果。",0.1261623054742813,0.3333333333333333,0.578265368938446,2.003664970397949,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
43,taj_mahal_test_set.json,كيف يرتبط اختيار موقع البناء بفكرة التصميم العامة؟,لأن التصميم مستوحى من وصف الجنة ويتضمن الماء كعنصر أساسي,لا توجد معلومات كافية في النص للإجابة عن هذا السؤال.,0.07419885694980621,0.5,0.6500687003135681,1.0543253421783447,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
44,taj_mahal_test_set.json,ما الغرض من إمالة المآذن في تصميم البناء؟,لتسقط بعيدًا عن الضريح في حال الزلازل,الغرض من إمالة المآذن في تصميم البناء هو أن هذه المآذن المبنية بميل قليل تضمن عدم سقوطها على الضريح في حالة حدوث زلزال.,0.6068342328071594,0.2857142857142857,0.7132251262664795,0.9445586204528809,False,False,hf:Qwen/Qwen2.5-7B-Instruct,sliding,HuggingFace_Qwen
